Source,Destination,Source port,Destination port,Version
192.168.1.1,192.168.1.5,53.0,64973.0,4
192.168.1.5,142.250.195.110,64975.0,443.0,4
142.250.195.110,192.168.1.5,443.0,64975.0,4
192.168.1.5,192.168.1.1,64976.0,53.0,4
192.168.1.5,192.168.1.1,64977.0,53.0,4
142.250.196.14,192.168.1.5,443.0,64974.0,4
192.168.1.1,192.168.1.5,53.0,64976.0,4
192.168.1.1,192.168.1.5,53.0,64977.0,4
192.168.1.5,142.250.193.161,64978.0,443.0,4
192.168.1.5,142.250.193.161,64473.0,443.0,4
142.250.193.161,192.168.1.5,443.0,64473.0,4
142.250.193.161,192.168.1.5,443.0,64978.0,4
192.168.1.5,192.168.1.1,64979.0,53.0,4
192.168.1.5,192.168.1.1,64980.0,53.0,4
192.168.1.1,192.168.1.5,53.0,64979.0,4
192.168.1.1,192.168.1.5,53.0,64980.0,4
192.168.1.5,172.253.118.84,64981.0,443.0,4
192.168.1.5,172.253.118.84,64474.0,443.0,4
172.253.118.84,192.168.1.5,443.0,64981.0,4
172.253.118.84,192.168.1.5,443.0,64474.0,4
192.168.1.5,192.168.1.1,64982.0,53.0,4
192.168.1.5,192.168.1.1,64983.0,53.0,4
192.168.1.1,192.168.1.5,53.0,64983.0,4
192.168.1.1,192.168.1.5,53.0,64982.0,4
192.168.1.5,192.168.1.1,64984.0,53.0,4
192.168.1.5,192.168.1.1,64985.0,53.0,4
192.168.1.5,192.168.1.1,64986.0,53.0,4
192.168.1.5,142.250.182.42,64475.0,443.0,4
192.168.1.5,192.168.1.1,64987.0,53.0,4
142.250.182.42,192.168.1.5,443.0,64475.0,4
192.168.1.1,192.168.1.5,53.0,64984.0,4
192.168.1.1,192.168.1.5,53.0,64985.0,4
192.168.1.1,192.168.1.5,53.0,64986.0,4
192.168.1.5,142.250.196.34,64476.0,443.0,4
142.250.196.34,192.168.1.5,443.0,64476.0,4
192.168.1.1,192.168.1.5,53.0,64987.0,4
192.168.1.5,192.168.1.1,64988.0,53.0,4
192.168.1.1,192.168.1.5,53.0,64988.0,4
192.168.1.5,142.250.196.174,64989.0,443.0,4
192.168.1.5,142.250.196.174,64477.0,443.0,4
192.168.1.5,142.250.196.34,64990.0,443.0,4
192.168.1.5,192.168.1.1,64991.0,53.0,4
142.250.196.174,192.168.1.5,443.0,64477.0,4
142.250.196.174,192.168.1.5,443.0,64989.0,4
142.250.196.34,192.168.1.5,443.0,64990.0,4
192.168.1.5,142.250.182.131,64478.0,443.0,4
192.168.1.5,192.168.1.1,64992.0,53.0,4
192.168.1.5,192.168.1.1,64993.0,53.0,4
192.168.1.1,192.168.1.5,53.0,64992.0,4
192.168.1.1,192.168.1.5,53.0,64993.0,4
142.250.182.131,192.168.1.5,443.0,64478.0,4
192.168.1.5,142.250.182.67,64994.0,443.0,4
192.168.1.5,142.250.182.67,64479.0,443.0,4
142.250.182.67,192.168.1.5,443.0,64479.0,4
142.250.182.67,192.168.1.5,443.0,64994.0,4
192.168.1.5,192.168.1.1,64995.0,53.0,4
192.168.1.1,192.168.1.5,53.0,64995.0,4
192.168.1.5,142.250.182.131,64480.0,443.0,4
142.250.182.131,192.168.1.5,443.0,64480.0,4
192.168.1.5,192.168.1.1,64996.0,53.0,4
192.168.1.5,192.168.1.1,64997.0,53.0,4
192.168.1.5,192.168.1.1,64998.0,53.0,4
192.168.1.5,192.168.1.1,64999.0,53.0,4
192.168.1.5,192.168.1.1,65000.0,53.0,4
192.168.1.5,192.168.1.1,65001.0,53.0,4
192.168.1.1,192.168.1.5,53.0,64997.0,4
192.168.1.1,192.168.1.5,53.0,64998.0,4
192.168.1.1,192.168.1.5,53.0,64999.0,4
192.168.1.1,192.168.1.5,53.0,65000.0,4
192.168.1.1,192.168.1.5,53.0,65001.0,4
192.168.1.5,172.64.150.28,64481.0,443.0,4
192.168.1.1,192.168.1.5,53.0,64996.0,4
172.64.150.28,192.168.1.5,443.0,64481.0,4
192.168.1.5,192.168.1.1,65002.0,53.0,4
192.168.1.5,34.120.158.37,64482.0,443.0,4
192.168.1.1,192.168.1.5,53.0,65002.0,4
34.120.158.37,192.168.1.5,443.0,64482.0,4
192.168.1.5,192.168.1.1,65003.0,53.0,4
192.168.1.5,192.168.1.1,65004.0,53.0,4
192.168.1.5,172.64.150.28,65005.0,443.0,4
172.64.150.28,192.168.1.5,443.0,65005.0,4
192.168.1.5,172.64.150.28,64483.0,443.0,4
192.168.1.5,104.18.41.158,64484.0,443.0,4
192.168.1.5,104.18.41.158,64485.0,443.0,4
192.168.1.5,104.18.41.158,64486.0,443.0,4
172.64.150.28,192.168.1.5,443.0,64483.0,4
192.168.1.5,104.18.41.158,64487.0,443.0,4
104.18.41.158,192.168.1.5,443.0,64484.0,4
192.168.1.5,104.18.41.158,64488.0,443.0,4
192.168.1.5,104.18.41.158,64489.0,443.0,4
104.18.41.158,192.168.1.5,443.0,64486.0,4
104.18.41.158,192.168.1.5,443.0,64485.0,4
104.18.41.158,192.168.1.5,443.0,64487.0,4
192.168.1.5,104.18.41.158,64490.0,443.0,4
104.18.41.158,192.168.1.5,443.0,64489.0,4
104.18.41.158,192.168.1.5,443.0,64488.0,4
104.18.41.158,192.168.1.5,443.0,64490.0,4
192.168.1.5,104.18.41.158,65006.0,443.0,4
104.18.41.158,192.168.1.5,443.0,65006.0,4
192.168.1.5,192.168.1.1,65007.0,53.0,4
192.168.1.5,192.168.1.1,65008.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65007.0,4
192.168.1.1,192.168.1.5,53.0,65008.0,4
192.168.1.5,192.168.1.1,65009.0,53.0,4
192.168.1.5,192.168.1.1,65010.0,53.0,4
192.168.1.5,18.161.229.59,64491.0,443.0,4
192.168.1.1,192.168.1.5,53.0,65009.0,4
192.168.1.1,192.168.1.5,53.0,65010.0,4
18.161.229.59,192.168.1.5,443.0,64491.0,4
192.168.1.5,172.64.155.141,64492.0,443.0,4
192.168.1.5,172.64.155.141,64493.0,443.0,4
172.64.155.141,192.168.1.5,443.0,64492.0,4
192.168.1.5,18.161.229.59,65011.0,443.0,4
192.168.1.5,192.168.1.1,65012.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65012.0,4
192.168.1.5,13.33.146.34,64494.0,443.0,4
192.168.1.5,13.33.146.34,64495.0,443.0,4
18.161.229.59,192.168.1.5,443.0,65011.0,4
13.33.146.34,192.168.1.5,443.0,64494.0,4
13.33.146.34,192.168.1.5,443.0,64495.0,4
192.168.1.5,192.168.1.1,65013.0,53.0,4
192.168.1.5,172.64.155.141,65014.0,443.0,4
192.168.1.5,13.33.146.34,65015.0,443.0,4
172.64.155.141,192.168.1.5,443.0,65014.0,4
13.33.146.34,192.168.1.5,443.0,65015.0,4
192.168.1.1,192.168.1.5,53.0,64991.0,4
192.168.1.5,192.168.1.1,65016.0,53.0,4
192.168.1.5,192.168.1.1,65017.0,53.0,4
192.168.1.5,192.168.1.1,65018.0,53.0,4
192.168.1.5,192.168.1.1,65019.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65016.0,4
192.168.1.1,192.168.1.5,53.0,65017.0,4
192.168.1.1,192.168.1.5,53.0,65018.0,4
192.168.1.1,192.168.1.5,53.0,65019.0,4
192.168.1.5,192.168.1.1,65020.0,53.0,4
192.168.1.5,192.168.1.1,65021.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65020.0,4
192.168.1.1,192.168.1.5,53.0,65021.0,4
192.168.1.5,65.8.72.161,64496.0,80.0,4
192.168.1.5,142.250.193.161,65022.0,443.0,4
65.8.72.161,192.168.1.5,80.0,64496.0,4
142.250.193.161,192.168.1.5,443.0,65022.0,4
172.64.155.141,192.168.1.5,443.0,64493.0,4
192.168.1.5,172.64.155.141,65023.0,443.0,4
172.64.155.141,192.168.1.5,443.0,65023.0,4
192.168.1.5,192.168.1.1,65024.0,53.0,4
192.168.1.5,192.168.1.1,65025.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65024.0,4
192.168.1.1,192.168.1.5,53.0,65025.0,4
192.168.1.5,3.232.65.135,64497.0,443.0,4
192.168.1.5,34.232.112.191,64498.0,443.0,4
3.232.65.135,192.168.1.5,443.0,64497.0,4
34.232.112.191,192.168.1.5,443.0,64498.0,4
192.168.1.1,192.168.1.5,53.0,65004.0,4
192.168.1.1,192.168.1.5,53.0,65003.0,4
192.168.1.5,192.168.1.1,65026.0,53.0,4
192.168.1.5,34.120.158.37,64499.0,443.0,4
192.168.1.1,192.168.1.5,53.0,65026.0,4
34.120.158.37,192.168.1.5,443.0,64499.0,4
192.168.1.5,192.168.1.1,65027.0,53.0,4
192.168.1.5,34.120.158.37,64500.0,443.0,4
192.168.1.1,192.168.1.5,53.0,65027.0,4
34.120.158.37,192.168.1.5,443.0,64500.0,4
192.168.1.5,192.168.1.1,65028.0,53.0,4
192.168.1.5,192.168.1.1,65029.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65029.0,4
192.168.1.5,192.168.1.1,65030.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65030.0,4
192.168.1.5,34.120.158.37,64501.0,443.0,4
34.120.158.37,192.168.1.5,443.0,64501.0,4
192.168.1.5,192.168.1.1,65031.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65031.0,4
192.168.1.5,34.120.158.37,64502.0,443.0,4
34.120.158.37,192.168.1.5,443.0,64502.0,4
192.168.1.5,192.168.1.1,65032.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65032.0,4
192.168.1.1,192.168.1.5,53.0,65013.0,4
192.168.1.5,192.168.1.1,65033.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65033.0,4
192.168.1.5,65.8.72.161,64503.0,80.0,4
192.168.1.5,65.8.72.161,64504.0,80.0,4
65.8.72.161,192.168.1.5,80.0,64504.0,4
65.8.72.161,192.168.1.5,80.0,64503.0,4
192.168.1.1,192.168.1.5,53.0,65028.0,4
192.168.1.5,162.213.33.48,64505.0,443.0,4
192.168.1.5,192.168.1.1,49407.0,53.0,4
192.168.1.5,192.168.1.1,49408.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49407.0,4
192.168.1.1,192.168.1.5,53.0,49408.0,4
192.168.1.5,192.168.1.1,49409.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49409.0,4
192.168.1.5,192.168.1.1,49410.0,53.0,4
192.168.1.5,192.168.1.1,49411.0,53.0,4
192.168.1.5,192.168.1.1,49412.0,53.0,4
192.168.1.5,192.168.1.1,49413.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49410.0,4
192.168.1.1,192.168.1.5,53.0,49411.0,4
192.168.1.5,52.222.236.23,64506.0,443.0,4
192.168.1.1,192.168.1.5,53.0,49412.0,4
192.168.1.1,192.168.1.5,53.0,49413.0,4
192.168.1.5,192.168.1.1,49414.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49414.0,4
192.168.1.5,35.201.103.21,64507.0,443.0,4
35.201.103.21,192.168.1.5,443.0,64507.0,4
52.222.236.23,192.168.1.5,443.0,64506.0,4
192.168.1.5,192.168.1.1,49415.0,53.0,4
192.168.1.5,192.168.1.1,49416.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49415.0,4
192.168.1.1,192.168.1.5,53.0,49416.0,4
192.168.1.5,192.168.1.1,49417.0,53.0,4
192.168.1.5,192.168.1.1,49418.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49417.0,4
192.168.1.1,192.168.1.5,53.0,49418.0,4
192.168.1.5,192.168.1.1,49419.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49419.0,4
192.168.1.5,34.98.75.36,64508.0,443.0,4
34.98.75.36,192.168.1.5,443.0,64508.0,4
192.168.1.5,192.168.1.1,49420.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49420.0,4
192.168.1.5,192.168.1.1,49421.0,53.0,4
192.168.1.5,192.168.1.1,49422.0,53.0,4
192.168.1.5,192.168.1.1,49423.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49421.0,4
192.168.1.1,192.168.1.5,53.0,49422.0,4
192.168.1.1,192.168.1.5,53.0,49423.0,4
192.168.1.5,34.160.90.233,64509.0,443.0,4
192.168.1.5,192.168.1.1,49424.0,53.0,4
34.160.90.233,192.168.1.5,443.0,64509.0,4
192.168.1.1,192.168.1.5,53.0,49424.0,4
192.168.1.5,35.244.181.201,64510.0,443.0,4
35.244.181.201,192.168.1.5,443.0,64510.0,4
192.168.1.5,34.160.144.191,64511.0,443.0,4
192.168.1.5,192.168.1.1,49425.0,53.0,4
34.160.144.191,192.168.1.5,443.0,64511.0,4
192.168.1.1,192.168.1.5,53.0,49425.0,4
192.168.1.5,192.168.1.1,49426.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49426.0,4
192.168.1.5,192.168.1.1,61593.0,53.0,4
192.168.1.5,192.168.1.1,55520.0,53.0,4
192.168.1.1,192.168.1.5,53.0,61593.0,4
192.168.1.1,192.168.1.5,53.0,55520.0,4
192.168.1.5,44.227.182.8,64512.0,443.0,4
192.168.1.5,44.227.182.8,64513.0,443.0,4
44.227.182.8,192.168.1.5,443.0,64512.0,4
44.227.182.8,192.168.1.5,443.0,64513.0,4
192.168.1.1,192.168.1.5,64512.0,443.0,"4,4"
192.168.1.5,44.236.158.41,64514.0,443.0,4
192.168.1.5,192.168.1.1,54196.0,53.0,4
192.168.1.5,192.168.1.1,64148.0,53.0,4
192.168.1.1,192.168.1.5,53.0,54196.0,4
44.236.158.41,192.168.1.5,443.0,64514.0,4
192.168.1.1,192.168.1.5,53.0,64148.0,4
192.168.1.5,44.236.221.121,64515.0,443.0,4
44.236.221.121,192.168.1.5,443.0,64515.0,4
192.168.1.5,192.168.1.1,52974.0,53.0,4
192.168.1.5,192.168.1.1,57197.0,53.0,4
192.168.1.1,192.168.1.5,53.0,52974.0,4
192.168.1.1,192.168.1.5,53.0,57197.0,4
192.168.1.5,142.250.195.78,57813.0,443.0,4
142.250.195.78,192.168.1.5,443.0,57813.0,4
192.168.1.5,192.168.1.1,51612.0,53.0,4
192.168.1.5,192.168.1.1,57722.0,53.0,4
192.168.1.1,192.168.1.5,53.0,51612.0,4
192.168.1.1,192.168.1.5,53.0,57722.0,4
192.168.1.5,142.250.67.46,61268.0,443.0,4
192.168.1.5,142.250.67.46,64516.0,443.0,4
142.250.67.46,192.168.1.5,443.0,61268.0,4
142.250.67.46,192.168.1.5,443.0,64516.0,4
192.168.1.5,192.168.1.1,56927.0,53.0,4
192.168.1.5,192.168.1.1,60774.0,53.0,4
192.168.1.1,192.168.1.5,53.0,56927.0,4
192.168.1.5,142.250.196.14,63310.0,443.0,4
192.168.1.1,192.168.1.5,53.0,60774.0,4
192.168.1.5,192.168.1.1,49155.0,53.0,4
192.168.1.1,192.168.1.5,53.0,49155.0,4
142.250.196.14,192.168.1.5,443.0,63310.0,4
192.168.1.5,192.168.1.1,63264.0,53.0,4
192.168.1.5,192.168.1.1,62963.0,53.0,4
192.168.1.1,192.168.1.5,53.0,63264.0,4
192.168.1.5,142.250.196.14,64517.0,443.0,4
192.168.1.5,142.250.182.131,54360.0,443.0,4
192.168.1.1,192.168.1.5,53.0,62963.0,4
142.250.196.14,192.168.1.5,443.0,64517.0,4
142.250.182.131,192.168.1.5,443.0,54360.0,4
192.168.1.5,142.250.182.131,64518.0,443.0,4
142.250.182.131,192.168.1.5,443.0,64518.0,4
192.168.1.5,192.168.1.1,60734.0,53.0,4
192.168.1.1,192.168.1.5,53.0,60734.0,4
192.168.1.5,192.168.1.1,58784.0,53.0,4
192.168.1.5,192.168.1.1,52729.0,53.0,4
192.168.1.1,192.168.1.5,53.0,58784.0,4
192.168.1.1,192.168.1.5,53.0,52729.0,4
192.168.1.5,142.250.193.161,57868.0,443.0,4
192.168.1.5,142.250.193.161,64519.0,443.0,4
142.250.193.161,192.168.1.5,443.0,57868.0,4
142.250.193.161,192.168.1.5,443.0,64519.0,4
192.168.1.5,192.168.1.1,50500.0,53.0,4
192.168.1.5,192.168.1.1,57210.0,53.0,4
192.168.1.1,192.168.1.5,53.0,50500.0,4
192.168.1.1,192.168.1.5,53.0,57210.0,4
192.168.1.5,142.250.196.42,52586.0,443.0,4
142.250.196.42,192.168.1.5,443.0,52586.0,4
192.168.1.5,142.250.196.42,64520.0,443.0,4
142.250.196.42,192.168.1.5,443.0,64520.0,4
192.168.1.5,192.168.1.1,55035.0,53.0,4
192.168.1.5,192.168.1.1,62988.0,53.0,4
192.168.1.1,192.168.1.5,53.0,55035.0,4
192.168.1.5,172.253.118.84,55099.0,443.0,4
192.168.1.1,192.168.1.5,53.0,62988.0,4
172.253.118.84,192.168.1.5,443.0,55099.0,4
192.168.1.5,142.250.196.42,56950.0,443.0,4
142.250.196.42,192.168.1.5,443.0,56950.0,4
192.168.1.5,142.250.196.42,64521.0,443.0,4
142.250.196.42,192.168.1.5,443.0,64521.0,4
192.168.1.5,192.168.1.1,63721.0,53.0,4
192.168.1.1,192.168.1.5,53.0,63721.0,4
192.168.1.5,192.168.1.1,60259.0,53.0,4
192.168.1.5,192.168.1.1,52836.0,53.0,4
192.168.1.1,192.168.1.5,53.0,60259.0,4
192.168.1.5,142.250.196.35,61608.0,443.0,4
192.168.1.5,142.250.196.35,64522.0,443.0,4
142.250.196.35,192.168.1.5,443.0,61608.0,4
142.250.196.35,192.168.1.5,443.0,64522.0,4
192.168.1.5,192.168.1.1,60266.0,53.0,4
192.168.1.5,192.168.1.1,53197.0,53.0,4
192.168.1.1,192.168.1.5,53.0,60266.0,4
192.168.1.1,192.168.1.5,53.0,53197.0,4
192.168.1.5,142.250.182.14,56343.0,443.0,4
192.168.1.5,142.250.182.14,64523.0,443.0,4
142.250.182.14,192.168.1.5,443.0,56343.0,4
142.250.182.14,192.168.1.5,443.0,64523.0,4
192.168.1.5,192.168.1.1,58258.0,53.0,4
192.168.1.5,192.168.1.1,58259.0,53.0,4
192.168.1.1,192.168.1.5,53.0,58258.0,4
192.168.1.1,192.168.1.5,53.0,58259.0,4
192.168.1.5,192.168.1.1,58260.0,53.0,4
192.168.1.1,192.168.1.5,53.0,58260.0,4
192.168.1.5,192.168.1.1,58261.0,53.0,4
192.168.1.1,192.168.1.5,53.0,58261.0,4
192.168.1.5,192.168.1.1,55258.0,53.0,4
192.168.1.1,192.168.1.5,53.0,55258.0,4
192.168.1.5,184.84.232.88,64524.0,443.0,4
184.84.232.88,192.168.1.5,443.0,64524.0,4
192.168.1.1,192.168.1.5,64524.0,443.0,"4,4"
192.168.1.5,192.168.1.1,52269.0,53.0,4
192.168.1.5,192.168.1.1,63161.0,53.0,4
192.168.1.1,192.168.1.5,53.0,52269.0,4
192.168.1.1,192.168.1.5,53.0,63161.0,4
192.168.1.5,131.253.33.203,64525.0,443.0,4
131.253.33.203,192.168.1.5,443.0,64525.0,4
192.168.1.5,192.168.1.1,65079.0,53.0,4
192.168.1.5,192.168.1.1,59259.0,53.0,4
192.168.1.1,192.168.1.5,53.0,65079.0,4
192.168.1.5,49.44.113.170,64526.0,443.0,4
192.168.1.1,192.168.1.5,53.0,59259.0,4
49.44.113.170,192.168.1.5,443.0,64526.0,4
192.168.1.5,192.168.1.1,50601.0,53.0,4
192.168.1.5,192.168.1.1,61235.0,53.0,4
192.168.1.1,192.168.1.5,53.0,50601.0,4
192.168.1.1,192.168.1.5,53.0,61235.0,4
192.168.1.5,117.239.141.107,64527.0,443.0,4
117.239.141.107,192.168.1.5,443.0,64527.0,4
192.168.1.5,192.168.1.1,59195.0,53.0,4
192.168.1.5,192.168.1.1,56619.0,53.0,4
192.168.1.1,192.168.1.5,53.0,59195.0,4
192.168.1.1,192.168.1.5,53.0,56619.0,4
192.168.1.5,117.239.141.107,63184.0,443.0,4
117.239.141.107,192.168.1.5,443.0,63184.0,4
192.168.1.5,185.125.190.58,63342.0,123.0,4
185.125.190.58,192.168.1.5,123.0,63342.0,4
192.168.1.5,192.168.1.1,63343.0,53.0,4
192.168.1.1,192.168.1.5,53.0,63343.0,4
192.168.1.5,192.168.1.1,63344.0,53.0,4
192.168.1.5,192.168.1.1,63345.0,53.0,4
192.168.1.1,192.168.1.5,53.0,63344.0,4
192.168.1.1,192.168.1.5,53.0,63345.0,4
192.168.1.5,192.168.1.1,63346.0,53.0,4
192.168.1.1,192.168.1.5,53.0,63346.0,4
192.168.1.5,239.255.255.250,63348.0,1900.0,4
